dataflow,country,indicator,sex_sex,year,value,unit_multiplier_unit_multiplier,unit_measure_unit_of_measure,obs_status_observation_status,obs_conf_observation_confidentaility,lower_bound_lower_bound,upper_bound_upper_bound,wgtd_sampl_size_weighted_sample_size,obs_footnote_observation_footnote,series_footnote_series_footnote,data_source_data_source,source_link_citation_of_or_link_to_the_data_source,custodian_custodian,time_period_method_time_period_activity_related_to_when_the_data_are_collected,ref_period_reference_period,coverage_time_the_period_of_time_for_which_data_are_provided,age_current_age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, nguilla,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,100,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Trained personnel),NA,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos); accessed December 30; 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2010-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ntigua and arbuda,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,99,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Trained personnel),NA,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos); accessed September 30; 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab aghreb nion ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,92.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab aghreb nion ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,93.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab aghreb nion ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,93.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab aghreb nion ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,94.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab aghreb nion ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,94.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab tates,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,84.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab tates,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,85.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab tates,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,85.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab tates,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,86.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rab tates,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,87.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rgentina,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,99.5,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",NA,Estadísticas vitales. Información básica. Argentina - Año 2018. Buenos Aires: Ministerio de Salud [Argentina]; 2019 (in Spanish).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rgentina,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,99.6,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Trained personnel),NA,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, rgentina,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,98.8,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",NA,Encuesta Nacional de Niñas; Niños y Adolescentes (MICS) 2019-2020,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, sia and the acific,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,86.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, sia and the acific,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,87.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, sia and the acific,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,87.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, sia and the acific,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,88.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, sia and the acific,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,89.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustralia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,98.7,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Australian Institute of Health and Welfare. Australia's mothers and babies 2018: in brief. Perinatal statistics series no. 36. Cat. no. PER 108. Canberra: AIHW; 2020.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustralia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,98.8,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Australian Institute of Health and Welfare 2021. Australia's mothers and babies. Cat. no. PER 101. Canberra: AIHW; 2021.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustralia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,98.8,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Australian Institute of Health and Welfare. Maternity models of care in Australia; 2022 [Internet]. Canberra: Australian Institute of Health and Welfare; 2022 [cited 2023 Sep. 20]. Available from: https://www.aihw.gov.au/reports/mothers-babies/maternity-models-of-care,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustralia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,98.7,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Australian Institute of Health and Welfare. Australia's mothers and babies [Internet]. Canberra: Australian Institute of Health and Welfare; 2023 [cited 2023 Sep. 20]. Available from: https://www.aihw.gov.au/reports/mothers-babies/australias-mothers-babies,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,98.4,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Vital statistics. Live births (with place of birth in Austria) by medical characteristics since 2008 [website]. Vienna: Statistics Austria; 2019 (http://www.statistik.at/web_en/statistics/PeopleSociety/health/medical_and_sociomedical_characteristics_of_live_birth/110639.html; accessed 10 February 2020).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,98.4,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Vital statistics. Live births (with place of birth in Austria) by medical characteristics since 2009 [website]. Vienna: Statistics Austria; 2020 (http://www.statistik.at/web_en/statistics/PeopleSociety/health/medical_and_sociomedical_characteristics_of_live_birth/110639.html; accessed 16 February 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,98.1,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Vital statistics. Live births (with place of birth in Austria) by medical characteristics since 2009 [website]. Vienna: Statistics Austria; 2021 (http://www.statistik.at/web_en/statistics/PeopleSociety/health/medical_and_sociomedical_characteristics_of_live_birth/110639.html; accessed 16 February 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,98,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Statistics Austria. Medical and socio-medical characteristics of newborns.Vienna; 2022 (https://www.statistik.at/en/search?L=1&id=582&tx_solr%5Bq%5D=place+of+birth).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ustria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,98.1,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Institutional Birth (IB): includes all deliveries that occurred at a health facility,NA,Statistics Austria. Medical and socio-medical characteristics of newborns.Vienna; 2023 (https://www.statistik.at/en/search?L=1&id=582&tx_solr%5Bq%5D=place+of+birth).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, zerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,99.4,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Skilled health personnel),NA,Statistical Yearbook 2019. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2019.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, zerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,99.9,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Skilled health personnel),NA,Statistical Yearbook 2020. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2021.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, zerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,99.9,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Skilled health personnel),NA,Statistical Yearbook 2020. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2021.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, zerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,99.9,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Skilled health personnel),NA,Statistical Yearbook 2021. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2022.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, zerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,99.9,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Skilled health personnel),NA,Statistical Yearbook 2022. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2023.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ahamas,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,99,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,Unclear definition of the cadres included (Trained personnel),NA,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
